Method_FQDN;Declared_vars;NoDDe;DDe_vars;DDe_features;NoADe;ADe_vars;ADe_features;Has_dependencies
menu.update_toolbar;;0;;;0;;;0
util.drawClippedXftString;ncells, screen, fg_color, text, len, flags, y, x, font, xw;0;;;0;;;0
misc.VisualBell;screen, xorPixel, gcval, visualGC, tekscr;2;screen, visualGC;Mandatory<->OPT_TEK4014, Mandatory<->OPT_TEK4014;1;term;Mandatory<->OPT_TEK4014;1
fontutils.xtermOpenFont;code, screen, result, warn, force, xw, name;2;name;Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT;2;name;Mandatory<->OPT_RENDERFONT, Mandatory<->OPT_RENDERFONT;1
misc.ChangeOneAnsiColor;code, res, color, xw, name;0;;;0;;;0
cachedGCs.clrCgsFonts;me, j, k, font, xw, cgsWin;0;;;0;;;0
Tekproc.TekCopy;xw, tekscr, screen, Tp, buf, initbuf, tekcopyfd, tw;1;xw;Mandatory<->VMS;1;W_OK;Mandatory<->VMS;1
charproc.bitclr;p, mask;0;;;0;;;0
util.HandleExposure;screen, reply, both_x1, both_y1, both_x2, both_y2, value, xw, event;10;reply, screen;Mandatory<->NO_ACTIVE_ICON, Mandatory<->NO_ACTIVE_ICON, Mandatory<->NO_ACTIVE_ICON, Mandatory<->NO_ACTIVE_ICON, Mandatory<->NO_ACTIVE_ICON, Mandatory<->NO_ACTIVE_ICON, Mandatory<->NO_ACTIVE_ICON, Mandatory<->NO_ACTIVE_ICON, Mandatory<->NO_ACTIVE_ICON, Mandatory<->NO_ACTIVE_ICON;31;screen, reply;NO_ACTIVE_ICON<->Mandatory, NO_ACTIVE_ICON<->Mandatory, NO_ACTIVE_ICON<->Mandatory, NO_ACTIVE_ICON<->Mandatory, NO_ACTIVE_ICON<->Mandatory, NO_ACTIVE_ICON<->Mandatory, NO_ACTIVE_ICON<->Mandatory, NO_ACTIVE_ICON<->Mandatory, NO_ACTIVE_ICON<->Mandatory, NO_ACTIVE_ICON<->Mandatory, NO_ACTIVE_ICON<->Mandatory, NO_ACTIVE_ICON<->Mandatory, NO_ACTIVE_ICON<->Mandatory, NO_ACTIVE_ICON<->Mandatory, NO_ACTIVE_ICON<->Mandatory, NO_ACTIVE_ICON<->Mandatory, NO_ACTIVE_ICON<->Mandatory, NO_ACTIVE_ICON<->Mandatory, NO_ACTIVE_ICON<->Mandatory, NO_ACTIVE_ICON<->Mandatory, NO_ACTIVE_ICON<->Mandatory, NO_ACTIVE_ICON<->Mandatory, NO_ACTIVE_ICON<->Mandatory, NO_ACTIVE_ICON<->Mandatory, NO_ACTIVE_ICON<->Mandatory, NO_ACTIVE_ICON<->Mandatory, NO_ACTIVE_ICON<->Mandatory, NO_ACTIVE_ICON<->Mandatory, NO_ACTIVE_ICON<->Mandatory, NO_ACTIVE_ICON<->Mandatory, NO_ACTIVE_ICON<->Mandatory;1
wcwidth.mk_wcwidth;cmp, combining, ucs;0;;;0;;;0
charclass.CharacterClass;i, cclass, c;0;;;0;;;0
misc.getColormapSize;result, numFound, myTemplate, visInfoPtr, display;0;;;0;;;0
util.adjustHiliteOnBakScroll;screen, lo_row, hi_row, amount, xw;0;;;0;;;0
menu.update_print_redir;;0;;;0;;;0
util.swapLocally;tmp, n, found, fg_color, bg_color, fg_color, bg_color, count, hc_param, list, fg;12;fg, fg_color, bg_color;Mandatory<->OPT_COLOR_RES, Mandatory<->OPT_COLOR_RES, OPT_COLOR_RES<->OPT_HIGHLIGHT_COLOR, OPT_COLOR_RES<->OPT_HIGHLIGHT_COLOR, OPT_COLOR_RES<->Mandatory, OPT_COLOR_RES<->Mandatory, OPT_COLOR_RES<->Mandatory, OPT_COLOR_RES<->Mandatory, OPT_COLOR_RES<->Mandatory, OPT_COLOR_RES<->Mandatory, OPT_COLOR_RES<->Mandatory, OPT_COLOR_RES<->Mandatory;8;fg, fg_color, bg, bg_color;OPT_COLOR_RES<->Mandatory, OPT_HIGHLIGHT_COLOR<->Mandatory, OPT_COLOR_RES<->Mandatory, OPT_HIGHLIGHT_COLOR<->Mandatory, OPT_COLOR_RES<->Mandatory, OPT_HIGHLIGHT_COLOR<->Mandatory, OPT_COLOR_RES<->Mandatory, OPT_HIGHLIGHT_COLOR<->Mandatory;1
menu.HandleKeepSelection;GCC_UNUSED, param_count, params, w;0;;;0;;;0
scrollbar.GetScrollLock;screen;0;;;0;;;0
Tekproc.TCursorForward;tekscr, t, l, tw;0;;;0;;;0
fontutils.HandleSmallerFont;xw, screen, m, GCC_UNUSED;0;;;0;;;0
cachedGCs.traceCSet;result, cset;0;;;0;;;0
menu.HandleToolbar;xw, GCC_UNUSED, w;0;;;0;;;0
cachedGCs.freeCgs;me, j, cgsId, xw, cgsWin;3;cgsId, xw, j;Mandatory<->OPT_BOX_CHARS, Mandatory<->OPT_BOX_CHARS, Mandatory<->OPT_BOX_CHARS;1;cgsId;Mandatory<->OPT_BOX_CHARS;1
